ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	muscle_1	muscle_2	muscle_3	muscle_wssv_1	muscle_wssv_2	muscle_wssv_3	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_wssv_1_normalized	muscle_wssv_2_normalized	muscle_wssv_3_normalized	Expression
XM_027368908.1	1251.7905814273	7.18623906757272	0.358324058864162	20.0551397256218	1.82031715363583e-89	1.78554909600138e-85	14	12	8	3660	3694	4415	22.2035405706747	15.2347620205167	13.8674643474087	2270.04600156612	2951.71208502337	2237.67963503569	Down_muscle_Up_muscle_wssv
XM_027356275.1	1604.11517987288	6.02746718924882	0.322708178978397	18.6777639424265	7.50998150117559e-78	3.26512952796629e-74	35	28	32	4380	3510	7807	55.5088514266868	35.5477780478723	55.4698573896347	2716.61242810372	2804.68581982459	3956.86634444476	Down_muscle_Up_muscle_wssv
XM_027368941.1	2167.23326037164	5.13267868210721	0.275025666233223	18.6625443086998	9.98612354358128e-78	3.26512952796629e-74	78	91	70	7730	5854	6256	123.70544032233	115.530278655585	121.340313039826	4794.38677379948	4677.67258953081	3170.76416688182	Down_muscle_Up_muscle_wssv
XR_003477213.1	1594.34048980575	8.47875648230511	0.478754677383202	17.7100232809185	3.50927263338314e-70	8.60561381521382e-67	3	10	5	4428	5314	5026	4.75790155085886	12.6956350170972	8.66716521713043	2746.38352320622	4246.18246340395	2547.35625043927	Down_muscle_Up_muscle_wssv
XR_003476716.1	11055.5433573087	4.21122424826933	0.256467350526101	16.4201183489075	1.37298675051518e-60	2.69352540716067e-57	675	1036	583	40319	27155	32025	1070.52784894324	1315.26778777127	1010.59146431741	25007.0996549575	21698.3599536572	16231.4134342056	Down_muscle_Up_muscle_wssv
XM_027354398.1	3853.31921737784	-6.63582622068813	0.419375668100075	-15.8231073604028	2.15584824464027e-56	3.52445257194607e-53	2913	7555	5006	77	141	139	4619.92240588396	9591.55225541697	8677.56581539098	47.7577983936042	112.666866266458	70.4501629150533	Up_muscle_Down_muscle_wssv
XM_027362237.1	20254.7281477867	6.89098473982491	0.444449544314056	15.5045377545839	3.23234520203814e-54	3.96325926084902e-51	347	208	116	38825	59369	96665	550.330612716009	264.069208355623	201.078233037426	24080.474319892	47439.1431444917	48993.2733682275	Down_muscle_Up_muscle_wssv
XM_027364664.1	550.154630204633	-5.18829593684685	0.334469204627851	-15.5120288058198	2.87644598225647e-54	3.96325926084902e-51	924	770	444	53	37	51	1465.43367766453	977.563896316488	769.644271281182	32.8722508423509	29.5650641975811	25.848620925667	Up_muscle_Down_muscle_wssv
XM_027383252.1	905.26616131045	8.26906887939362	0.543163370798603	15.2239074355028	2.4542434313587e-52	2.67485264646638e-49	0	10	2	2912	2590	3038	0	12.6956350170972	3.46686608685217	1806.11310288539	2069.55449383068	1539.76687004268	Down_muscle_Up_muscle_wssv
XR_003477866.1	340.964552457682	4.54753121224437	0.299598527525422	15.1787502088391	4.89010527309143e-52	4.79670426237538e-49	17	24	15	934	938	1250	26.9614421215336	30.4695240410334	26.0014956513913	579.295892202939	749.514330198138	633.544630531055	Down_muscle_Up_muscle_wssv
XM_027357401.1	372.483521324957	4.58357382751095	0.303321347566787	15.1112800476456	1.36462856090499e-51	1.21687650490155e-48	16	28	16	984	1005	1446	25.3754749379139	35.5477780478723	27.7349286948174	610.307449601383	803.051068069434	732.884428598324	Down_muscle_Up_muscle_wssv
XM_027368427.1	2798038.50874369	-2.30325422207761	0.153907501431084	-14.965184936804	1.23978792089407e-50	1.01342330967083e-47	3214265	3211147	2760653	1543649	1276587	1678782	5097718.80945712	4076755.02982468	4785407.13163335	957419.191331022	1020064.2326702	850866.657545748	Up_muscle_Down_muscle_wssv
XM_027352483.1	1214.86169675567	8.66357324496467	0.580255027443753	14.9306302146679	2.08288210086313e-50	1.57161465595126e-47	2	6	4	4131	4167	2722	3.17193436723924	7.61738101025835	6.93373217370434	2562.17487225947	3329.66547327894	1379.60678744443	Down_muscle_Up_muscle_wssv
XM_027370929.1	861.819585033922	3.72859577723156	0.255997640454545	14.5649614996886	4.692488375475e-48	3.28775846250245e-45	76	85	78	2129	2025	3687	120.533505955091	107.912897645327	135.207777387235	1320.47211402576	1618.08797297572	1868.7032422144	Down_muscle_Up_muscle_wssv
XM_027370990.1	1123.53101867103	-3.44514205507314	0.239955196250601	-14.3574388423543	9.56988392359212e-47	6.25806609376767e-44	1423	1606	1083	290	288	312	2256.83130229072	2038.91898374582	1877.30798603045	179.867032910977	230.128067267659	158.132739780551	Up_muscle_Down_muscle_wssv
XR_003476715.1	7583.64169844226	4.92248507410729	0.352784961513585	13.9532168632923	3.00729279839262e-44	1.84365844121457e-41	355	435	194	32226	17534	19833	563.018350184966	552.26012324373	336.286010424661	19987.5689744453	14010.644206497	10052.0725258579	Down_muscle_Up_muscle_wssv
XM_027378246.1	28491.2710912854	5.03648811373277	0.364391330990104	13.8216463603783	1.88704079108351e-43	1.08882253645519e-40	1108	1160	1053	73367	43110	169563	1757.25163945054	1472.69366198328	1825.30499472767	45504.4986330332	34447.2950691276	85940.5825493898	Down_muscle_Up_muscle_wssv
XM_027373769.1	10236.4764682074	-3.23096740422707	0.237996604406242	-13.5756869821221	5.58178887434833e-42	3.04176483713793e-39	11388	13819	11482	3133	1954	4747	18060.9942870602	17544.0980301267	19903.2782046183	1943.18418658652	1561.35501194793	2405.94908890473	Up_muscle_Down_muscle_wssv
XM_027367240.1	5849.02959680302	3.63535104296545	0.268645598938797	13.5321444212219	1.01032787525315e-41	5.21595059387271e-39	618	587	513	21401	13662	16355	980.127719476926	745.233775503608	889.251151277582	13273.5667976821	10916.7001910096	8289.29794586832	Down_muscle_Up_muscle_wssv
XM_027371499.1	5015.68661989029	3.73381819949421	0.276515117474498	13.5031250139102	1.49881164595674e-41	7.35092171759483e-39	333	671	417	16891	9613	19402	528.127072145334	851.877109647225	722.841579108677	10476.3243203424	7681.32330084723	9833.62633725082	Down_muscle_Up_muscle_wssv
XM_027381617.1	483.666365291062	3.49166790045001	0.258959470048067	13.4834532206986	1.95727275791193e-41	9.14232784874196e-39	41	67	50	1668	998	1644	65.0246545284045	85.0607546145515	86.6716521713043	1034.5455548121	797.457677545567	833.237898074443	Down_muscle_Up_muscle_wssv
XM_027373555.1	818.956216328519	-2.47663471649501	0.184546441497248	-13.4201163479597	4.60988919400177e-41	2.05538195927106e-38	896	1018	838	395	298	522	1421.02659652318	1292.4156447405	1452.61689039106	244.99130344771	238.118625158897	264.568237709769	Up_muscle_Down_muscle_wssv
XM_027362823.1	1131.01525853051	8.97794157799082	0.671336799974701	13.3732302151903	8.66926405002706e-41	3.69725265507458e-38	0	5	4	2331	2141	7135	0	6.34781750854862	6.93373217370434	1445.75880591547	1710.77844451409	3616.27275107126	Down_muscle_Up_muscle_wssv
XM_027378245.1	28471.7290210337	4.97105992539389	0.373566796093634	13.3070175866163	2.10726865181947e-40	8.61258258570717e-38	1202	1156	1099	72962	42435	170450	1906.33255471078	1467.61540797644	1905.04291472527	45253.3050181058	33907.9324114691	86390.1458192146	Down_muscle_Up_muscle_wssv
XM_027383661.1	1283.0278903685	6.97835545850174	0.524757516838283	13.2982477326805	2.36956592602765e-40	9.2972288673621e-38	2	28	12	3655	3246	5481	3.17193436723924	35.5477780478723	20.801196521113	2266.94484582628	2593.7350914959	2777.96649595257	Down_muscle_Up_muscle_wssv
XM_027368202.1	271.136272918395	5.32698467122127	0.405253817518833	13.1448105876849	1.82261351671098e-39	6.87615999439156e-37	14	6	6	1001	587	980	22.2035405706747	7.61738101025835	10.4005982605565	620.851379116854	469.045748215679	496.698990336347	Down_muscle_Up_muscle_wssv
XM_027371437.1	579.933448087496	5.03453147042178	0.385184191714444	13.0704519518655	4.8576063531391e-39	1.76475039696079e-36	24	29	16	1143	1896	2275	38.0632124068709	36.817341549582	27.7349286948174	708.924202128436	1515.00977617875	1153.05122756652	Down_muscle_Up_muscle_wssv
XR_003476142.1	17328.908519802	4.61927943693811	0.355111119168013	13.0079831005027	1.10212675902349e-38	3.86098620687909e-36	1046	873	749	46843	27339	96696	1658.92167406612	1108.32893699259	1298.34134952614	29053.4876643065	21845.386218856	49008.9852750647	Down_muscle_Up_muscle_wssv
XR_003475914.1	1302.09457735839	9.53747689287946	0.748807015587203	12.7368957479656	3.68778335734415e-37	1.24736092938582e-34	2	3	2	4001	1321	8415	3.17193436723924	3.80869050512917	3.46686608685217	2481.54482302351	1055.55269743256	4265.02245273506	Down_muscle_Up_muscle_wssv
XR_003477346.1	196015.453354708	-5.32914952459751	0.421668498555053	-12.6382443622398	1.29922583265409e-36	4.24803539750131e-34	93558	389652	291029	13539	13317	18758	148379.917765085	494687.957568198	504479.28519525	8397.30951235074	10641.0259437618	9507.22414360122	Up_muscle_Down_muscle_wssv
XR_003475422.1	380080.397108231	-4.728738346392	0.37749880717368	-12.5264987770316	5.34715913596245e-36	1.69194464402115e-33	209359	718944	549672	37998	36174	59997	332036.50359542	912745.062173196	952819.607846103	23567.5431605217	28905.0441157649	30408.6217583774	Up_muscle_Down_muscle_wssv
XM_027352479.1	1053.9854126017	6.55124893392529	0.525781333759914	12.4600257051285	1.23330859996993e-35	3.78047626784532e-33	23	18	4	4416	2939	2309	36.4772452232513	22.852143030775	6.93373217370434	2738.9407494306	2348.42496423489	1170.28364151696	Down_muscle_Up_muscle_wssv
XM_027375346.1	790.284354039753	-2.51758646154873	0.203898883791513	-12.3472302286999	5.04174807175689e-35	1.49862141926859e-32	894	916	840	396	295	441	1417.85466215594	1162.92016756611	1456.08375647791	245.611534595679	235.721457791525	223.514545651356	Up_muscle_Down_muscle_wssv
XM_027362035.1	216.752037792495	-4.21176455583256	0.341494569050105	-12.3333280747273	5.99197789760742e-35	1.72868562345974e-32	207	357	261	52	22	33	328.295207009262	453.234170110372	452.426024334208	32.252019694382	17.5792273607239	16.7255782460199	Up_muscle_Down_muscle_wssv
XM_027367216.1	349.996884984188	4.63823513845256	0.385660297449212	12.0267374399963	2.57121797514801e-33	7.20602203377908e-31	9	30	16	815	992	1424	14.2737046525766	38.0869050512917	27.7349286948174	505.488385594642	792.663342810824	721.734043100978	Down_muscle_Up_muscle_wssv
XM_027380429.1	465.552254848818	-5.60382232349964	0.466853002293544	-12.003397848936	3.41003643171907e-33	9.29140204409231e-31	442	719	648	55	15	20	700.997495159873	912.816157729292	1123.2646121401	34.1127131382887	11.9858368368572	10.1367140884969	Up_muscle_Down_muscle_wssv
XM_027370930.1	648.5647680992	3.67169239474861	0.311235279850403	11.7971600022768	4.0370739232579e-32	1.07026103008748e-29	57	56	71	1608	1869	2202	90.4001294663184	71.0955560957446	123.073746083252	997.331685933968	1493.43526987241	1116.05222114351	Down_muscle_Up_muscle_wssv
XM_027367793.1	207.946155035497	5.18238782750113	0.443773442786409	11.6780035212595	1.65128453896042e-31	4.26248685333231e-29	6	7	9	792	554	552	9.51580310171773	8.88694451196807	15.6008973908348	491.223069191357	442.676907174593	279.773308842514	Down_muscle_Up_muscle_wssv
XM_027360250.1	3491.87746771786	8.23597641056375	0.705844149973582	11.6682647449469	1.85161458409185e-31	4.65704806547614e-29	6	38	6	4066	7840	23867	9.51580310171773	48.2434130649695	10.4005982605565	2521.85984764149	6264.59738673071	12096.6477575077	Down_muscle_Up_muscle_wssv
XM_027357432.1	3032.54989705474	9.40810006187585	0.824175371590633	11.4151676768969	3.51225973145519e-30	8.61293892646098e-28	6	8	4	1638	17207	6715	9.51580310171773	10.1565080136778	6.93373217370434	1015.93862037303	13749.3529634535	3403.40175521283	Down_muscle_Up_muscle_wssv
XR_003476675.1	27705.9721472928	-4.81790867918323	0.427986903242921	-11.2571404467688	2.13576930934764e-29	5.1096978427783e-27	14412	53018	40600	2425	2403	4474	22856.959050326	67309.7177336462	70377.3815630991	1504.06053382455	1920.13106126453	2267.58294159675	Up_muscle_Down_muscle_wssv
XM_027358949.1	1899.71863682353	8.09102426797794	0.722899502924355	11.1924606881693	4.43939676440879e-29	1.03681054433538e-26	2	24	4	5023	2120	12920	3.17193436723924	30.4695240410334	6.93373217370434	3115.42105624771	1693.99827294249	6548.31730116898	Down_muscle_Up_muscle_wssv
XM_027367217.1	323.241613501085	5.07517054839725	0.453785003391681	11.1840860990654	4.87906060749989e-29	1.11299315113875e-26	4	22	12	706	940	1372	6.34386873447849	27.9303970376139	20.801196521113	437.883190466033	751.112441776386	695.378586470886	Down_muscle_Up_muscle_wssv
XM_027361000.1	7114.07473258711	-2.26154569221863	0.203891569781579	-11.0919038714614	1.37333332141741e-28	3.06159694313259e-26	6466	9532	7478	4403	2883	4599	10254.8638092845	12101.4792982971	12962.6122987403	2730.877744507	2303.67784004396	2330.93740464986	Up_muscle_Down_muscle_wssv
XM_027362706.1	12393.8795779065	2.25747357634706	0.203607822920297	11.0873616935178	1.44486390515894e-28	3.14948223237867e-26	2520	3903	2255	32174	23720	44578	3996.63730272145	4955.10634717305	3908.89151292582	19955.3169547509	18953.6033180169	22593.7220318507	Down_muscle_Up_muscle_wssv
XM_027353545.1	222.123586439543	3.49442554382467	0.317638319670773	11.0012719732511	3.76779287038624e-28	8.03440875339536e-26	30	31	12	589	538	848	47.5790155085886	39.3564685530015	20.801196521113	365.316146153674	429.892014548612	429.796677352268	Down_muscle_Up_muscle_wssv
XM_027365739.1	223.866389536387	6.20856332557469	0.566890265526916	10.9519667264068	6.50203052466999e-28	1.35698760460613e-25	2	6	4	775	324	1156	3.17193436723924	7.61738101025835	6.93373217370434	480.679139675886	258.894075676116	585.90207431512	Down_muscle_Up_muscle_wssv
XR_003477647.1	414.314155050172	-2.21456388248865	0.202601447598368	-10.9306419511807	8.2264379568903e-28	1.68110687331535e-25	399	600	375	244	191	271	632.800906264229	761.738101025835	650.037391284782	151.336400104408	152.619655722649	137.352475899133	Up_muscle_Down_muscle_wssv
XM_027361214.1	293.088548459255	3.2533355254896	0.29824136732855	10.9083979685006	1.05091992031831e-27	2.10377010171475e-25	46	30	33	806	625	1166	72.9544904465026	38.0869050512917	57.2032904330608	499.906305262922	499.409868202384	590.970431359368	Down_muscle_Up_muscle_wssv
XM_027362500.1	7629.80003766842	-1.89550363218073	0.174111622597221	-10.8867151078459	1.33364209316195e-27	2.6163390583651e-25	7695	10100	6377	5529	3926	6179	12204.017477953	12822.5913672682	11054.1025179281	3429.25801711997	3137.0930281001	3131.73781764111	Up_muscle_Down_muscle_wssv
XM_027377476.1	1525.82883691391	5.94436524596022	0.54631235511547	10.8808911061581	1.42166303119059e-27	2.73433189665657e-25	36	44	19	1571	5116	7787	57.0948186103064	55.8607940752279	32.9352278250956	974.383133459119	4087.96941715744	3946.72963035626	Down_muscle_Up_muscle_wssv
XM_027379437.1	155.87999669754	5.09043839003266	0.469699476789534	10.8376496921533	2.28259896499426e-27	4.30577177839014e-25	4	10	4	476	282	767	6.34386873447849	12.6956350170972	6.93373217370434	295.230026433189	225.333732532916	388.742985293855	Down_muscle_Up_muscle_wssv
XM_027361001.1	7023.66549595369	-2.30578082123933	0.214477752944725	-10.7506759539465	5.88289023548822e-27	1.08877868528121e-24	6465	9513	7339	4348	2911	4078	10253.2778421009	12077.3575917646	12721.665105704	2696.76503136871	2326.05140213942	2066.87600264451	Up_muscle_Down_muscle_wssv
XM_027361553.1	1596.83525544276	2.4671140353946	0.230451170805888	10.7055825612302	9.58260195275704e-27	1.74066189915914e-24	355	363	256	4134	3037	6161	563.018350184966	460.85155112063	443.758859117078	2564.03556570337	2426.73243156902	3122.61477496146	Down_muscle_Up_muscle_wssv
XM_027370837.1	485.053335451883	2.45042902660222	0.229669593734013	10.6693663134186	1.41588681678455e-26	2.52516977924357e-24	96	98	101	1412	959	1611	152.252849627484	124.417223167553	175.076737386035	875.766380932066	766.294501769738	816.512319828424	Down_muscle_Up_muscle_wssv
XM_027357331.1	924.243664057744	-2.91586473189499	0.273776330778731	-10.650536237377	1.73363503715169e-26	3.0366475141823e-24	1043	1301	918	253	268	547	1654.16377251527	1651.70211572435	1591.29153386515	156.918480436128	214.146951485182	277.23913032039	Up_muscle_Down_muscle_wssv
XM_027377481.1	1312.97391574069	6.14288566921218	0.583341117103015	10.5305206321114	6.24879039519752e-26	1.07534008748232e-23	29	18	24	1306	5363	5272	45.993048324969	22.852143030775	41.602393042226	810.021879247364	4285.33619707102	2672.03783372778	Down_muscle_Up_muscle_wssv
XM_027370046.1	7257.0104434122	-3.25891398232645	0.309583412666718	-10.5267719425099	6.50262817572632e-26	1.09972896164999e-23	7883	10032	8183	1414	2226	2887	12502.1793084735	12736.261049152	14184.6825943557	877.006843228004	1778.69818658961	1463.23467867452	Up_muscle_Down_muscle_wssv
XM_027361002.1	7367.93921500572	-2.19625704440993	0.209934822868243	-10.4616138209158	1.29628731035242e-25	2.1551325808893e-23	6825	9565	7685	4845	3241	4585	10824.2260282039	12143.3748938535	13321.4329387295	3005.01991190925	2589.73981255028	2323.84170478791	Up_muscle_Down_muscle_wssv
XM_027361742.1	697.495062272804	-2.52021364911928	0.241180534435375	-10.4494902750727	1.47314836581992e-25	2.40835205338793e-23	797	866	692	270	317	397	1264.01584534484	1099.44199248062	1199.53566605085	167.462409951599	253.300685152249	201.213774656663	Up_muscle_Down_muscle_wssv
XM_027372808.1	330.547580714117	3.68242553991042	0.353479446975133	10.4176510725657	2.05977424660648e-25	3.31218452212507e-23	44	32	19	1209	761	951	69.7825560792633	40.6260320547112	32.9352278250956	749.859457894382	608.081455523223	482.000754908027	Down_muscle_Up_muscle_wssv
XM_027373902.1	934.920395549664	-2.35777877694337	0.227071954354834	-10.3833993222209	2.95077427320987e-25	4.66841045901865e-23	1002	1269	862	414	364	725	1589.13911798686	1611.07608366964	1494.21928343329	256.775695259119	290.856307241069	367.455885708012	Up_muscle_Down_muscle_wssv
XM_027356799.1	129238.953234672	-2.33923574600849	0.225386957750324	-10.378753807928	3.09792519453393e-25	4.82342035447354e-23	144433	155205	127708	87506	47401	70638	229065.998231733	197042.603282858	221373.267109858	54273.9468341653	37876.0434602579	35801.8604891621	Up_muscle_Down_muscle_wssv
XM_027357817.1	1939.52621456099	13.7631230463483	1.32819256606084	10.3622948946079	3.68024385223863e-25	5.64054874165762e-23	0	0	0	8642	1377	10214	0	0	0	5360.03758074711	1100.29982162349	5176.81988499536	Down_muscle_Up_muscle_wssv
XM_027350824.1	279.753317869082	-2.21196235125191	0.214078678419439	-10.3324738716766	5.024767123434e-25	7.58276010980986e-23	253	392	278	158	118	208	401.249697455764	497.668892670212	481.894386072452	97.9965213790839	94.2885831166101	105.421826520368	Up_muscle_Down_muscle_wssv
XM_027371490.1	353185.006788957	-2.13208117224321	0.207254735123498	-10.2872495095119	8.04413816148848e-25	1.19552956403092e-22	284521	464530	394874	225933	166755	237264	451240.969050638	589750.333449218	684487.639589832	140130.683954054	133246.548115342	120253.866574656	Up_muscle_Down_muscle_wssv
XM_027362049.1	438311.659476475	-2.20651688518234	0.215124274047275	-10.2569405286985	1.10141140496409e-24	1.61249917481981e-22	479016	627933	348817	293962	155922	318446	759703.656428737	797200.818319093	604650.913908757	182324.388719229	124590.376751763	161399.802731274	Up_muscle_Down_muscle_wssv
XM_027371491.1	346774.268285596	-2.09546927931017	0.204954121625137	-10.224089482537	1.54674632968841e-24	2.23118158057553e-22	279299	453940	384696	225289	167601	238504	442959.048417777	576305.655966112	666844.758073841	139731.255094762	133922.54931294	120882.342848143	Up_muscle_Down_muscle_wssv
XR_003477695.1	1323.80914166986	6.85577551599827	0.672028260887906	10.2016178708619	1.94996786162616e-24	2.77206300792624e-22	2	34	12	2298	5236	4472	3.17193436723924	43.1651590581306	20.801196521113	1425.2911780325	4183.85611185229	2266.5692701879	Down_muscle_Up_muscle_wssv
XM_027374209.1	162.81077688402	4.61574280728159	0.452954667541578	10.1902974801731	2.19092756072801e-24	3.07011549188301e-22	8	14	4	441	293	852	12.687737468957	17.7738890239361	6.93373217370434	273.521936254278	234.123346213278	431.824020169967	Down_muscle_Up_muscle_wssv
XM_027375277.1	44.6449603765754	-4.43020781726592	0.437685212926279	-10.1219042508802	4.41736381004715e-24	6.10280586095106e-22	60	61	48	6	6	7	95.1580310171773	77.4433736042932	83.2047860844521	3.72138688781331	4.79433473474289	3.54784993097391	Up_muscle_Down_muscle_wssv
XM_027361051.1	192.509698036832	4.68625617069786	0.463165380167492	10.1178895732734	4.60232005345517e-24	6.20943943906281e-22	13	12	4	804	296	744	20.6175733870551	15.2347620205167	6.93373217370434	498.665842966984	236.520513580649	377.085764092084	Down_muscle_Up_muscle_wssv
XR_003477191.1	56.1368935368657	-3.83243731311019	0.378793298454479	-10.1174897463788	4.62115484811485e-24	6.20943943906281e-22	59	81	68	14	11	10	93.5720638335577	102.834643638488	117.873446952974	8.6832360715644	8.78961368036196	5.06835704424844	Up_muscle_Down_muscle_wssv
XM_027352782.1	370.891026731171	6.98386086441311	0.693396246030554	10.0719623222554	7.3496822494759e-24	9.7423017817715e-22	2	8	2	708	498	2706	3.17193436723924	10.1565080136778	3.46686608685217	439.123652761971	397.92978298366	1371.49741617363	Down_muscle_Up_muscle_wssv
XM_027375763.1	18092.7597316142	-3.08206251356885	0.306181418718237	-10.0661317935989	7.79851324498705e-24	1.01994155226771e-21	26428	16965	19406	7000	4925	6291	41913.9407286994	21538.1448065055	33639.0016407266	4341.6180357822	3935.34976143479	3188.50341653669	Up_muscle_Down_muscle_wssv
XM_027368186.1	241.480321531385	5.16703391978638	0.517185636870304	9.99067559388182	1.67436640797572e-23	2.16103422313603e-21	8	16	3	808	327	1279	12.687737468957	20.3130160273556	5.20029913027826	501.146767558859	261.291243043487	648.242865959375	Down_muscle_Up_muscle_wssv
